kernel,shape,M,N,K,variant,ms,gflops,occMaxThreads,sharedBytes,wgSize,golden
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x1_BK16,0.666667,2266.497024,maxThreads=1024 execWidth=32 tgMem=0,512,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x1_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,1024,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x1_BK64,0.500000,3021.996032,maxThreads=1024 execWidth=32 tgMem=0,2048,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x1_BK16,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,768,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x1_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,1536,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x1_BK64,0.600000,2518.330027,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x1_BK16,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,1280,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x1_BK32,0.500000,3021.996032,maxThreads=1024 execWidth=32 tgMem=0,2560,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x1_BK64,1.366667,1105.608304,maxThreads=1024 execWidth=32 tgMem=0,5120,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x1_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,768,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x1_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,1536,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x1_BK64,0.566667,2666.467087,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x1_BK16,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,1024,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x1_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,2048,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x1_BK64,0.966667,1563.101396,maxThreads=1024 execWidth=32 tgMem=0,4096,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x1_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,1536,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x1_BK32,0.633333,2385.786341,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x1_BK64,2.433333,620.958089,maxThreads=1024 execWidth=32 tgMem=0,6144,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x1_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,1280,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x1_BK32,0.533333,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,2560,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x1_BK64,1.866667,809.463223,maxThreads=1024 execWidth=32 tgMem=0,5120,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x1_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,1536,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x1_BK32,0.500000,3021.996032,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x1_BK64,2.033333,743.113778,maxThreads=1024 execWidth=32 tgMem=0,6144,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x1_BK16,0.433333,3486.918498,maxThreads=1024 execWidth=32 tgMem=0,2048,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x1_BK32,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,4096,32,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x1_BK64,2.366667,638.449866,maxThreads=1024 execWidth=32 tgMem=0,8192,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x1_BK16,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,2304,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x1_BK32,1.900000,795.262114,maxThreads=1024 execWidth=32 tgMem=0,4608,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x1_BK64,3.800000,397.631057,maxThreads=1024 execWidth=32 tgMem=0,9216,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x1_BK16,0.566667,2666.467087,maxThreads=1024 execWidth=32 tgMem=0,2560,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x1_BK32,2.133333,708.280320,maxThreads=1024 execWidth=32 tgMem=0,5120,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x1_BK64,3.133333,482.233409,maxThreads=1024 execWidth=32 tgMem=0,10240,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x1_BK16,0.766667,1970.866977,maxThreads=1024 execWidth=32 tgMem=0,3072,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x1_BK32,3.066667,492.716744,maxThreads=1024 execWidth=32 tgMem=0,6144,32,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x1_BK64,3.866667,390.775349,maxThreads=1024 execWidth=32 tgMem=0,12288,32,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x2_BK16,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,768,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x2_BK32,0.433333,3486.918498,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x2_BK64,0.533333,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x2_BK16,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,1280,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x2_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x2_BK64,0.533333,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x2_BK16,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,2304,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x2_BK32,0.566667,2666.467087,maxThreads=1024 execWidth=32 tgMem=0,4608,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x2_BK64,1.166667,1295.141157,maxThreads=1024 execWidth=32 tgMem=0,9216,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x2_BK16,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,1024,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x2_BK32,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,2048,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x2_BK64,0.600000,2518.330027,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x2_BK16,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x2_BK32,0.566667,2666.467087,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x2_BK64,0.866667,1743.459249,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x2_BK16,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x2_BK32,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x2_BK64,1.800000,839.443342,maxThreads=1024 execWidth=32 tgMem=0,10240,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x2_BK16,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x2_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x2_BK64,0.866667,1743.459249,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x2_BK16,0.666667,2266.497024,maxThreads=1024 execWidth=32 tgMem=0,2048,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x2_BK32,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x2_BK64,0.966667,1563.101396,maxThreads=1024 execWidth=32 tgMem=0,8192,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x2_BK16,0.633333,2385.786341,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x2_BK32,1.100000,1373.634560,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x2_BK64,1.833333,824.180736,maxThreads=1024 execWidth=32 tgMem=0,12288,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x2_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x2_BK32,0.966667,1563.101396,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x2_BK64,2.100000,719.522865,maxThreads=1024 execWidth=32 tgMem=0,10240,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x2_BK16,0.500000,3021.996032,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x2_BK32,1.066667,1416.560640,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x2_BK64,2.100000,719.522865,maxThreads=1024 execWidth=32 tgMem=0,12288,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x2_BK16,1.200000,1259.165013,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x2_BK32,1.733333,871.729625,maxThreads=1024 execWidth=32 tgMem=0,8192,64,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x2_BK64,2.733333,552.804152,maxThreads=1024 execWidth=32 tgMem=0,16384,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x4_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,1280,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x4_BK32,0.766667,1970.866977,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg1x4_BK64,0.933333,1618.926446,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x4_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,2304,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x4_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,4608,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg1x4_BK64,1.000000,1510.998016,maxThreads=1024 execWidth=32 tgMem=0,9216,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x4_BK16,0.800000,1888.747520,maxThreads=1024 execWidth=32 tgMem=0,4352,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x4_BK32,0.800000,1888.747520,maxThreads=1024 execWidth=32 tgMem=0,8704,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg1x4_BK64,1.166667,1295.141157,maxThreads=1024 execWidth=32 tgMem=0,17408,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x4_BK16,0.266667,5666.242560,maxThreads=1024 execWidth=32 tgMem=0,1536,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x4_BK32,0.633333,2385.786341,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg1x4_BK64,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x4_BK16,0.566667,2666.467087,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x4_BK32,0.800000,1888.747520,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg1x4_BK64,0.800000,1888.747520,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x4_BK16,0.700000,2158.568594,maxThreads=1024 execWidth=32 tgMem=0,4608,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x4_BK32,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,9216,128,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg1x4_BK64,1.400000,1079.284297,maxThreads=1024 execWidth=32 tgMem=0,18432,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x4_BK16,0.600000,2518.330027,maxThreads=1024 execWidth=32 tgMem=0,2048,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x4_BK32,0.766667,1970.866977,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg1x4_BK64,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x4_BK16,0.866667,1743.459249,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x4_BK32,0.700000,2158.568594,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg1x4_BK64,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x4_BK16,0.900000,1678.886684,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x4_BK32,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN4_sg1x4_BK64,1.633333,925.100826,maxThreads=1024 execWidth=32 tgMem=0,20480,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x4_BK16,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x4_BK32,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN1_sg1x4_BK64,0.966667,1563.101396,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x4_BK16,0.800000,1888.747520,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x4_BK32,0.866667,1743.459249,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN2_sg1x4_BK64,1.533333,985.433489,maxThreads=1024 execWidth=32 tgMem=0,16384,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x4_BK16,1.033333,1462.256145,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x4_BK32,1.300000,1162.306166,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,QKV-KV,262,1024,2816,TM8xTN4_sg1x4_BK64,2.166667,697.383700,maxThreads=1024 execWidth=32 tgMem=0,24576,128,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg2x1_BK16,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,768,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg2x1_BK32,0.433333,3486.918498,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN1_sg2x1_BK64,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg2x1_BK16,0.300000,5036.660053,maxThreads=1024 execWidth=32 tgMem=0,1024,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg2x1_BK32,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,2048,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN2_sg2x1_BK64,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg2x1_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg2x1_BK32,0.866667,1743.459249,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,QKV-KV,262,1024,2816,TM1xTN4_sg2x1_BK64,0.966667,1563.101396,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg2x1_BK16,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,1280,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg2x1_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN1_sg2x1_BK64,0.866667,1743.459249,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg2x1_BK16,0.666667,2266.497024,maxThreads=1024 execWidth=32 tgMem=0,1536,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg2x1_BK32,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN2_sg2x1_BK64,0.966667,1563.101396,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg2x1_BK16,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,2048,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg2x1_BK32,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,4096,64,PASS
regGen,QKV-KV,262,1024,2816,TM2xTN4_sg2x1_BK64,1.100000,1373.634560,maxThreads=1024 execWidth=32 tgMem=0,8192,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg2x1_BK16,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,2304,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg2x1_BK32,0.900000,1678.886684,maxThreads=1024 execWidth=32 tgMem=0,4608,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN1_sg2x1_BK64,2.333333,647.570578,maxThreads=1024 execWidth=32 tgMem=0,9216,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg2x1_BK16,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,2560,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg2x1_BK32,0.900000,1678.886684,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,QKV-KV,262,1024,2816,TM4xTN2_sg2x1_BK64,2.400000,629.582507,maxThreads=1024 execWidth=32 tgMem=0,10240,64,PASS
