kernel,shape,M,N,K,variant,ms,gflops,occMaxThreads,sharedBytes,wgSize,golden
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x1_BK16,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,3072,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x1_BK32,1.333333,2337.325056,maxThreads=1024 execWidth=32 tgMem=0,6144,64,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x1_BK64,3.000000,1038.811136,maxThreads=1024 execWidth=32 tgMem=0,12288,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x1_BK16,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,4352,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x1_BK32,3.833333,812.982628,maxThreads=1024 execWidth=32 tgMem=0,8704,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x1_BK64,9.033333,344.992628,maxThreads=1024 execWidth=32 tgMem=0,17408,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x1_BK16,0.800000,3895.541760,maxThreads=1024 execWidth=32 tgMem=0,4608,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x1_BK32,3.966667,785.655481,maxThreads=1024 execWidth=32 tgMem=0,9216,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x1_BK64,7.166667,434.851173,maxThreads=1024 execWidth=32 tgMem=0,18432,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x1_BK16,1.433333,2174.255866,maxThreads=1024 execWidth=32 tgMem=0,5120,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x1_BK32,2.866667,1087.127933,maxThreads=1024 execWidth=32 tgMem=0,10240,64,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x1_BK64,5.933333,525.241586,maxThreads=1024 execWidth=32 tgMem=0,20480,64,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x2_BK16,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,1024,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x2_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,2048,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x2_BK64,1.566667,1989.212814,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x2_BK16,0.533333,5843.312640,maxThreads=1024 execWidth=32 tgMem=0,1536,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x2_BK32,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x2_BK64,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x2_BK16,0.533333,5843.312640,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x2_BK32,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg2x2_BK64,1.300000,2397.256468,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x2_BK16,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,1536,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x2_BK32,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x2_BK64,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x2_BK16,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,2048,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x2_BK32,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x2_BK64,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x2_BK16,0.766667,4064.913141,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x2_BK32,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg2x2_BK64,1.300000,2397.256468,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x2_BK16,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x2_BK32,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x2_BK64,1.266667,2460.342164,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x2_BK16,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x2_BK32,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x2_BK64,1.500000,2077.622272,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x2_BK16,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x2_BK32,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg2x2_BK64,2.133333,1460.828160,maxThreads=1024 execWidth=32 tgMem=0,16384,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x2_BK16,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,4608,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x2_BK32,1.366667,2280.317128,maxThreads=1024 execWidth=32 tgMem=0,9216,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x2_BK64,3.066667,1016.228285,maxThreads=1024 execWidth=32 tgMem=0,18432,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x2_BK16,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x2_BK32,1.400000,2226.023863,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x2_BK64,2.966667,1050.483171,maxThreads=1024 execWidth=32 tgMem=0,20480,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x2_BK16,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x2_BK32,2.000000,1558.216704,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg2x2_BK64,2.666667,1168.662528,maxThreads=1024 execWidth=32 tgMem=0,24576,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x4_BK16,0.733333,4249.681920,maxThreads=1024 execWidth=32 tgMem=0,1536,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x4_BK32,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg2x4_BK64,0.633333,4920.684328,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x4_BK16,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,2560,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x4_BK32,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,5120,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg2x4_BK64,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,10240,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x4_BK16,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,2048,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x4_BK32,0.766667,4064.913141,maxThreads=1024 execWidth=32 tgMem=0,4096,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg2x4_BK64,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,8192,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x4_BK16,0.800000,3895.541760,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x4_BK32,0.766667,4064.913141,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg2x4_BK64,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,12288,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x4_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x4_BK32,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg2x4_BK64,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,12288,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x4_BK16,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,4096,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x4_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,8192,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg2x4_BK64,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,16384,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x4_BK16,0.766667,4064.913141,maxThreads=1024 execWidth=32 tgMem=0,5120,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x4_BK32,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,10240,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg2x4_BK64,2.033333,1532.672168,maxThreads=1024 execWidth=32 tgMem=0,20480,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x4_BK16,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x4_BK32,1.266667,2460.342164,maxThreads=1024 execWidth=32 tgMem=0,12288,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg2x4_BK64,2.033333,1532.672168,maxThreads=1024 execWidth=32 tgMem=0,24576,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg4x1_BK32,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg4x1_BK64,1.233333,2526.837898,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg4x1_BK16,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,1536,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg4x1_BK32,0.900000,3462.703787,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg4x1_BK64,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg4x1_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,2048,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg4x1_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,4096,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg4x1_BK64,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,8192,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg4x1_BK32,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,4608,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg4x1_BK64,1.300000,2397.256468,maxThreads=1024 execWidth=32 tgMem=0,9216,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg4x1_BK16,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,2560,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg4x1_BK32,0.900000,3462.703787,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg4x1_BK64,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg4x1_BK16,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,3072,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg4x1_BK32,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,6144,128,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg4x1_BK64,1.433333,2174.255866,maxThreads=1024 execWidth=32 tgMem=0,12288,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg4x1_BK32,1.400000,2226.023863,maxThreads=1024 execWidth=32 tgMem=0,8704,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg4x1_BK64,4.366667,713.687040,maxThreads=1024 execWidth=32 tgMem=0,17408,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg4x1_BK16,0.700000,4452.047726,maxThreads=1024 execWidth=32 tgMem=0,4608,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg4x1_BK32,1.200000,2597.027840,maxThreads=1024 execWidth=32 tgMem=0,9216,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg4x1_BK64,3.000000,1038.811136,maxThreads=1024 execWidth=32 tgMem=0,18432,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg4x1_BK16,1.133333,2749.794184,maxThreads=1024 execWidth=32 tgMem=0,5120,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg4x1_BK32,1.266667,2460.342164,maxThreads=1024 execWidth=32 tgMem=0,10240,128,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg4x1_BK64,2.866667,1087.127933,maxThreads=1024 execWidth=32 tgMem=0,20480,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg4x1_BK32,5.766667,540.421978,maxThreads=1024 execWidth=32 tgMem=0,16896,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg4x1_BK16,1.433333,2174.255866,maxThreads=1024 execWidth=32 tgMem=0,8704,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg4x1_BK32,3.766667,827.371701,maxThreads=1024 execWidth=32 tgMem=0,17408,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg4x1_BK16,1.533333,2032.456570,maxThreads=1024 execWidth=32 tgMem=0,9216,128,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg4x1_BK32,2.866667,1087.127933,maxThreads=1024 execWidth=32 tgMem=0,18432,128,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg4x2_BK32,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN1_sg4x2_BK64,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg4x2_BK16,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,2048,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg4x2_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,4096,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN2_sg4x2_BK64,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,8192,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg4x2_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg4x2_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM1xTN4_sg4x2_BK64,1.400000,2226.023863,maxThreads=1024 execWidth=32 tgMem=0,12288,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg4x2_BK32,1.000000,3116.433408,maxThreads=1024 execWidth=32 tgMem=0,5120,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN1_sg4x2_BK64,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,10240,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg4x2_BK16,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,3072,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg4x2_BK32,0.966667,3223.896629,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN2_sg4x2_BK64,1.100000,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,12288,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg4x2_BK16,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,4096,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg4x2_BK32,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,8192,256,PASS
regGen,dense-gu,262,2112,2816,TM2xTN4_sg4x2_BK64,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,16384,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg4x2_BK32,1.033333,3015.903298,maxThreads=1024 execWidth=32 tgMem=0,9216,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN1_sg4x2_BK64,1.366667,2280.317128,maxThreads=1024 execWidth=32 tgMem=0,18432,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg4x2_BK16,0.933333,3339.035794,maxThreads=1024 execWidth=32 tgMem=0,5120,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg4x2_BK32,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,10240,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN2_sg4x2_BK64,1.566667,1989.212814,maxThreads=1024 execWidth=32 tgMem=0,20480,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg4x2_BK16,1.066667,2921.656320,maxThreads=1024 execWidth=32 tgMem=0,6144,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg4x2_BK32,1.233333,2526.837898,maxThreads=1024 execWidth=32 tgMem=0,12288,256,PASS
regGen,dense-gu,262,2112,2816,TM4xTN4_sg4x2_BK64,2.033333,1532.672168,maxThreads=1024 execWidth=32 tgMem=0,24576,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN1_sg4x2_BK32,1.500000,2077.622272,maxThreads=1024 execWidth=32 tgMem=0,17408,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg4x2_BK16,1.233333,2526.837898,maxThreads=1024 execWidth=32 tgMem=0,9216,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN2_sg4x2_BK32,2.166667,1438.353881,maxThreads=1024 execWidth=32 tgMem=0,18432,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg4x2_BK16,1.400000,2226.023863,maxThreads=1024 execWidth=32 tgMem=0,10240,256,PASS
regGen,dense-gu,262,2112,2816,TM8xTN4_sg4x2_BK32,1.866667,1669.517897,maxThreads=1024 execWidth=32 tgMem=0,20480,256,PASS
